Id,Supermercado,Marca,Producto,Precio,Categoria,Enlace,Fecha,porMayor
304,Lider,Lider,"Porotos Verdes Corte Francés, 350 G",1190,Porotos,https://www.lider.cl/supermercado/product/sku/488247/lider-porotos-verdes-corte-frances-350-g,2024-10-06,
305,Lider,Iansa Agro,"Porotos Negros Listos, Drenado 230 G - Neto 390 G",1190,Porotos,https://www.lider.cl/supermercado/product/sku/1052976/iansa-agro-porotos-negros-listos-drenado-230-g-neto-390-g,2024-10-06,
306,Lider,Iansa Agro,"Porotos Blancos Listos, Drenado 230 G - Neto 390 G",1190,Porotos,https://www.lider.cl/supermercado/product/sku/1052982/iansa-agro-porotos-blancos-listos-drenado-230-g-neto-390-g,2024-10-06,
307,Lider,Iansa Agro,"Porotos Blancos Listos, Drenado 230 G - Neto 390 G",1190,Porotos,https://www.lider.cl/supermercado/product/sku/1052982/iansa-agro-porotos-blancos-listos-drenado-230-g-neto-390-g,2024-10-01,
308,Unimarc,Esmeralda,Porotos Negros Esmeralda Lata 400 G,1190,Porotos,https://www.unimarc.cl/product/porotos-negros-esmeralda-400-gr,2024-10-06,
309,Lider,Trattoria,"Fideos Spaghetti N°5, 400 G",1190,Tallarín,https://www.lider.cl/supermercado/product/sku/270334/trattoria-fideos-spaghetti-n5-400-g,2024-10-06,
310,Lider,Iansa Agro,"Porotos Negros Listos, Drenado 230 G - Neto 390 G",1190,Porotos,https://www.lider.cl/supermercado/product/sku/1052976/iansa-agro-porotos-negros-listos-drenado-230-g-neto-390-g,2024-10-01,
311,Unimarc,Esmeralda,Porotos Blancos Esmeralda Lata 400 G,1190,Porotos,https://www.unimarc.cl/product/porotos-blancos-esmeralda-400gr,2024-10-06,
312,Unimarc,Frutos Del Maipo,Porotos Verdes Francés Frutos Del Maipo 350 G,1194,Porotos,https://www.unimarc.cl/product/porotos-verdes-frances-frutos-del-maipo-350-g,2024-10-01,
313,Unimarc,Frutos Del Maipo,Porotos Verdes Francés Frutos Del Maipo 350 G,1194,Porotos,https://www.unimarc.cl/product/porotos-verdes-frances-frutos-del-maipo-350-g,2024-10-06,
314,Jumbo,Cuisine & Co,Jurel Natural 130 G Drenado,1199,Jurel,https://www.jumbo.cl/jurel-natural-c-and-co-130g-1963035/p,2024-10-01,
315,Santa Isabel,Soprole,Leche Soprole Entera Natural 1 L,1199,Leche Entera,https://www.santaisabel.cl/leche-soprole-natural-1-litro/p,2024-10-06,
316,Jumbo,Esmeralda,Porotos Blancos Esmeralda 400 G,1199,Porotos,https://www.jumbo.cl/porotos-blanco-esmeralda-400-g/p,2024-10-06,
317,Santa Isabel,Soprole,Leche Soprole Entera Natural 1 L,1199,Leche Entera,https://www.santaisabel.cl/leche-soprole-natural-1-litro/p,2024-10-01,
318,Jumbo,Esmeralda,Porotos Negros Esmeralda 400 G,1199,Porotos,https://www.jumbo.cl/porotos-negros-esmeralda-400-g/p,2024-10-06,
319,Jumbo,Esmeralda,Porotos Blancos Esmeralda 400 G,1199,Porotos,https://www.jumbo.cl/porotos-blanco-esmeralda-400-g/p,2024-10-01,
320,Jumbo,Esmeralda,Porotos Negros Esmeralda 400 G,1199,Porotos,https://www.jumbo.cl/porotos-negros-esmeralda-400-g/p,2024-10-01,
321,Unimarc,Soprole,Leche Entera Natural Soprole 1 L,1200,Leche Entera,https://www.unimarc.cl/product/leche-entera-natural-soprole-con-tapa-1-l-2,2024-10-06,
322,Unimarc,Soprole,Leche Entera Natural Soprole 1 L,1200,Leche Entera,https://www.unimarc.cl/product/leche-entera-natural-soprole-con-tapa-1-l-2,2024-10-01,
323,Unimarc,Lucchetti,Pasta Spaghetti N° 5 Lucchetti Integral 400 G,1210,Tallarín,https://www.unimarc.cl/product/spaghetti-5-integral-lucchetti-400-gr,2024-10-01,
324,Unimarc,Lucchetti,Pasta Spaghetti N° 5 Lucchetti Integral 400 G,1210,Tallarín,https://www.unimarc.cl/product/spaghetti-5-integral-lucchetti-400-gr,2024-10-06,
325,Jumbo,Soprole,Leche Soprole Entera Natural 1 L,1239,Leche Entera,https://www.jumbo.cl/leche-soprole-natural-1-litro/p,2024-10-06,
326,Jumbo,Vivo,Pasta Spaghetti N°5 Vivo 350 G,1240,Tallarín,https://www.jumbo.cl/spaghetti-n-5-vivo-bolsa-350-g/p,2024-10-01,
327,Jumbo,Vivo,Pasta Spaghetti N°5 Vivo 350 G,1240,Tallarín,https://www.jumbo.cl/spaghetti-n-5-vivo-bolsa-350-g/p,2024-10-06,
328,Unimarc,Colun,Leche En Polvo Colun Entera 120 G,1240,Leche Entera,https://www.unimarc.cl/product/leche-polvo-entera-colun-120-gr,2024-10-06,
329,Unimarc,Colun,Leche En Polvo Colun Entera 120 G,1240,Leche Entera,https://www.unimarc.cl/product/leche-polvo-entera-colun-120-gr,2024-10-01,
330,Santa Isabel,Cuisine & Co,Jurel En Salsa De Tomate 130 G Drenado,1249,Jurel,https://www.santaisabel.cl/jurel-en-tomate-c-and-co-130g-dr-1963036/p,2024-10-01,
331,Santa Isabel,Cuisine & Co,Jurel En Salsa De Tomate 130 G Drenado,1249,Jurel,https://www.santaisabel.cl/jurel-en-tomate-c-and-co-130g-dr-1963036/p,2024-10-06,
332,Lider,Talliani,"Fideos Rigati Con Huevos Frescos Bolsa, 400 G",1250,Tallarín,https://www.lider.cl/supermercado/product/sku/300415/talliani-fideos-rigati-con-huevos-frescos-bolsa-400-g,2024-10-06,
333,Lider,Talliani,"Fideos Spaghetti 5 Con Huevos Frescos Bolsa, 400 G",1250,Tallarín,https://www.lider.cl/supermercado/product/sku/2685/talliani-fideos-spaghetti-5-con-huevos-frescos-bolsa-400-g,2024-10-06,
334,Lider,Talliani,"Fideos Rigati Con Huevos Frescos Bolsa, 400 G",1250,Tallarín,https://www.lider.cl/supermercado/product/sku/300415/talliani-fideos-rigati-con-huevos-frescos-bolsa-400-g,2024-10-01,
335,Lider,Talliani,"Fideos Spaghetti 5 Con Huevos Frescos Bolsa, 400 G",1250,Tallarín,https://www.lider.cl/supermercado/product/sku/2685/talliani-fideos-spaghetti-5-con-huevos-frescos-bolsa-400-g,2024-10-01,
336,Lider,Colun,"Leche Entera Sin Lactosa Con Tapa, 1 L",1250,Leche Entera,https://www.lider.cl/supermercado/product/sku/859410/colun-leche-entera-sin-lactosa-con-tapa-1-l,2024-10-06,
337,Lider,Colun,"Leche Entera Natural Caja, 1 L",1250,Leche Entera,https://www.lider.cl/supermercado/product/sku/5101/colun-leche-entera-natural-caja-1-l,2024-10-06,
338,Lider,Colun,"Leche Entera Sin Lactosa Con Tapa, 1 L",1250,Leche Entera,https://www.lider.cl/supermercado/product/sku/859410/colun-leche-entera-sin-lactosa-con-tapa-1-l,2024-10-01,
339,Lider,Talliani,"Fideos Spirali Con Huevos Frescos Bolsa, 400 G",1250,Tallarín,https://www.lider.cl/supermercado/product/sku/2689/talliani-fideos-spirali-con-huevos-frescos-bolsa-400-g,2024-10-06,
340,Lider,Talliani,"Fideos Spirali Con Huevos Frescos Bolsa, 400 G",1250,Tallarín,https://www.lider.cl/supermercado/product/sku/2689/talliani-fideos-spirali-con-huevos-frescos-bolsa-400-g,2024-10-01,
341,Unimarc,Vivo,Pasta Spaghetti N° 5 Vivo 350 G,1250,Tallarín,https://www.unimarc.cl/product/spaghetti-5-vivo-350-gr,2024-10-06,
342,Santa Isabel,Cuisine & Co,Porotos Verdes Congelados 350 G,1250,Porotos,https://www.santaisabel.cl/porotos-verdes-congelados-350-g-cuisine-and-co-1763682/p,2024-10-01,
343,Lider,Minuto Verde,"Porotos Verdes Corte Francés, 350 G",1253,Porotos,https://www.lider.cl/supermercado/product/sku/300727/minuto-verde-porotos-verdes-corte-frances-350-g,2024-10-01,
344,Unimarc,Trattoria,Pasta Tallarines N° 87 Al Huevo Trattoria 400 G,1270,Tallarín,https://www.unimarc.cl/product/tallarines-87-huevo-trattoria-400-gr,2024-10-06,
345,Unimarc,Trattoria,Pasta Spaghetti N° 5 Trattoría Al Huevo 400 G,1270,Tallarín,https://www.unimarc.cl/product/spaghetti-5-al-huevo-trattoria-400-gr,2024-10-01,
346,Unimarc,Trattoria,Pasta Tallarines N° 87 Al Huevo Trattoria 400 G,1270,Tallarín,https://www.unimarc.cl/product/tallarines-87-huevo-trattoria-400-gr,2024-10-01,
347,Unimarc,Trattoria,Pasta Spaghetti N° 5 Trattoría Al Huevo 400 G,1270,Tallarín,https://www.unimarc.cl/product/spaghetti-5-al-huevo-trattoria-400-gr,2024-10-06,
348,Jumbo,Colun,Leche Colun Entera Sin Lactosa 1 L,1279,Leche Entera,https://www.jumbo.cl/leche-entera-sin-lactosa-1-l/p,2024-10-06,
349,Unimarc,Vivo,Pasta Spaghetti N° 5 Vivo 350 G,1280,Tallarín,https://www.unimarc.cl/product/spaghetti-5-vivo-350-gr,2024-10-01,
350,Lider,Surlat,"Leche Entera Sin Lactosa, 1 L",1290,Leche Entera,https://www.lider.cl/supermercado/product/sku/1169869/surlat-leche-entera-sin-lactosa-1-l,2024-10-01,
351,Unimarc,Nuestra Cocina,Porotos Verdes Nuestra Cocina Congelados 350 G,1290,Porotos,https://www.unimarc.cl/product/porotos-verdes-cong-nuestra-cocina-350g,2024-10-06,
352,Unimarc,Nuestra Cocina,Porotos Verdes Nuestra Cocina Congelados 350 G,1290,Porotos,https://www.unimarc.cl/product/porotos-verdes-cong-nuestra-cocina-350g,2024-10-01,
353,Jumbo,Talliani,Spaghetti N°5 Talliani Integral 400 G,1290,Tallarín,https://www.jumbo.cl/talliani-spaghetti-5-integral-400g-1937088/p,2024-10-06,
354,Lider,Surlat,"Leche Entera Sin Lactosa, 1 L",1290,Leche Entera,https://www.lider.cl/supermercado/product/sku/1169869/surlat-leche-entera-sin-lactosa-1-l,2024-10-06,
355,Jumbo,Cuisine & Co,Jurel En Salsa De Tomate 130 G Drenado,1299,Jurel,https://www.jumbo.cl/jurel-en-tomate-c-and-co-130g-1963036/p,2024-10-01,
356,Jumbo,Cuisine & Co,Jurel En Salsa De Tomate 130 G Drenado,1299,Jurel,https://www.jumbo.cl/jurel-en-tomate-c-and-co-130g-1963036/p,2024-10-06,
357,Santa Isabel,Surlat,Leche Surlat Entera Sin Lactosa 1 L,1319,Leche Entera,https://www.santaisabel.cl/leche-entera-sin-lactosa1-l-1882658/p,2024-10-06,
358,Santa Isabel,Surlat,Leche Surlat Entera Sin Lactosa 1 L,1319,Leche Entera,https://www.santaisabel.cl/leche-entera-sin-lactosa1-l-1882658/p,2024-10-01,
359,Unimarc,Soprole,Leche Sin Lactosa Soprole Entera 1 L,1320,Leche Entera,https://www.unimarc.cl/product/leche-zero-lacto-entera-soprole-1lt,2024-10-06,
360,Jumbo,Surlat,Leche Surlat Entera Sin Lactosa 1 L,1329,Leche Entera,https://www.jumbo.cl/leche-s-l-entera-surlat-1l-1882658/p,2024-10-01,
361,Jumbo,Surlat,Leche Surlat Entera Sin Lactosa 1 L,1329,Leche Entera,https://www.jumbo.cl/leche-s-l-entera-surlat-1l-1882658/p,2024-10-06,
362,Santa Isabel,Talliani,Spaghetti N°5 Talliani Al Huevo 400 G,1330,Tallarín,https://www.santaisabel.cl/spaghetti-n-5-talliani-bolsa-400-g-con-huevos-frescos/p,2024-10-01,
363,Santa Isabel,Talliani,Espirales Talliani Al Huevo 400 G,1330,Tallarín,https://www.santaisabel.cl/espirales-talliani-bolsa-400-g/p,2024-10-01,
364,Santa Isabel,Talliani,Spaghetti N°5 Talliani Al Huevo 400 G,1330,Tallarín,https://www.santaisabel.cl/spaghetti-n-5-talliani-bolsa-400-g-con-huevos-frescos/p,2024-10-06,
365,Santa Isabel,Talliani,Tallarín N°77 Talliani 400 G,1330,Tallarín,https://www.santaisabel.cl/tallarines-n-77-talliani-bolsa-400-g-con-huevos-frescos/p,2024-10-01,
366,Santa Isabel,Talliani,Rigatti Talliani Al Huevo 400 G,1330,Tallarín,https://www.santaisabel.cl/rigati-talliani-bolsa-400-g-con-huevos-frescos/p,2024-10-01,
367,Santa Isabel,Talliani,Caracoles Talliani 400 G,1330,Tallarín,https://www.santaisabel.cl/caracoles-talliani-bolsa-400-g/p,2024-10-01,
368,Santa Isabel,Talliani,Tallarín N°78 Talliani 400 G,1330,Tallarín,https://www.santaisabel.cl/tallarines-n-78-talliani-bolsa-400-g/p,2024-10-01,
369,Santa Isabel,Talliani,Farfalle Talliani Corbatas 400 G,1330,Tallarín,https://www.santaisabel.cl/farfalle-talliani-bolsa-400-g/p,2024-10-01,
370,Santa Isabel,Talliani,Espirales Talliani Al Huevo 400 G,1330,Tallarín,https://www.santaisabel.cl/espirales-talliani-bolsa-400-g/p,2024-10-06,
371,Santa Isabel,Talliani,Farfalle Talliani Corbatas 400 G,1330,Tallarín,https://www.santaisabel.cl/farfalle-talliani-bolsa-400-g/p,2024-10-06,
372,Santa Isabel,Talliani,Tallarín N°77 Talliani 400 G,1330,Tallarín,https://www.santaisabel.cl/tallarines-n-77-talliani-bolsa-400-g-con-huevos-frescos/p,2024-10-06,
373,Santa Isabel,Talliani,Tallarín N°78 Talliani 400 G,1330,Tallarín,https://www.santaisabel.cl/tallarines-n-78-talliani-bolsa-400-g/p,2024-10-06,
374,Santa Isabel,Talliani,Rigatti Talliani Al Huevo 400 G,1330,Tallarín,https://www.santaisabel.cl/rigati-talliani-bolsa-400-g-con-huevos-frescos/p,2024-10-06,
375,Jumbo,Soprole,Leche Soprole Sin Lactosa Entera 1 L,1339,Leche Entera,https://www.jumbo.cl/leche-s-l-entera-soprole-zerolacto-1lt-1950864/p,2024-10-06,
376,Jumbo,Soprole,Leche Soprole Sin Lactosa Entera 1 L,1339,Leche Entera,https://www.jumbo.cl/leche-s-l-entera-soprole-zerolacto-1lt-1950864/p,2024-10-01,
377,Santa Isabel,Loncoleche,Leche Loncoleche Entera Sin Lactosa 1 L,1339,Leche Entera,https://www.santaisabel.cl/leche-loncoleche-natural-sin-lactosa-1-l/p,2024-10-01,
378,Santa Isabel,Loncoleche,Leche Loncoleche Entera Sin Lactosa 1 L,1339,Leche Entera,https://www.santaisabel.cl/leche-loncoleche-natural-sin-lactosa-1-l/p,2024-10-06,
379,Santa Isabel,San José,Lomos De Jurel En Aceite San José 104 G Drenado,1340,Jurel,https://www.santaisabel.cl/lomos-de-jurel-aceite-san-jose-104-gr-dr-1939060/p,2024-10-06,
380,Santa Isabel,San José,Lomos De Jurel Ahumado San José 104 G Drenado,1340,Jurel,https://www.santaisabel.cl/lomos-de-jurel-ahumado-san-jose-104gr-dr-1939061/p,2024-10-01,
381,Santa Isabel,San José,Lomos De Jurel Natural San José 104 G Drenado,1340,Jurel,https://www.santaisabel.cl/lomos-de-jurel-natural-san-jose-104gr-dr-1939059/p,2024-10-01,
382,Santa Isabel,San José,Lomos De Jurel En Aceite San José 104 G Drenado,1340,Jurel,https://www.santaisabel.cl/lomos-de-jurel-aceite-san-jose-104-gr-dr-1939060/p,2024-10-01,
383,Unimarc,Esmeralda,Porotos Blancos Esmeralda Lata 400 G,1340,Porotos,https://www.unimarc.cl/product/porotos-blancos-esmeralda-400gr,2024-10-01,
384,Santa Isabel,San José,Lomos De Jurel Ahumado San José 104 G Drenado,1340,Jurel,https://www.santaisabel.cl/lomos-de-jurel-ahumado-san-jose-104gr-dr-1939061/p,2024-10-06,
385,Santa Isabel,San José,Lomos De Jurel Natural San José 104 G Drenado,1340,Jurel,https://www.santaisabel.cl/lomos-de-jurel-natural-san-jose-104gr-dr-1939059/p,2024-10-06,
386,Unimarc,Esmeralda,Porotos Negros Esmeralda Lata 400 G,1340,Porotos,https://www.unimarc.cl/product/porotos-negros-esmeralda-400-gr,2024-10-01,
387,Jumbo,Loncoleche,Leche Loncoleche Entera Sin Lactosa 1 L,1349,Leche Entera,https://www.jumbo.cl/leche-loncoleche-natural-sin-lactosa-1-l/p,2024-10-06,
388,Jumbo,Talliani,Spaghetti N°5 Talliani Al Huevo 400 G,1350,Tallarín,https://www.jumbo.cl/spaghetti-n-5-talliani-bolsa-400-g-con-huevos-frescos/p,2024-10-06,
389,Jumbo,Talliani,Tallarín N°78 Talliani 400 G,1350,Tallarín,https://www.jumbo.cl/tallarines-n-78-talliani-bolsa-400-g/p,2024-10-06,
390,Jumbo,Talliani,Tallarín N°77 Talliani 400 G,1350,Tallarín,https://www.jumbo.cl/tallarines-n-77-talliani-bolsa-400-g-con-huevos-frescos/p,2024-10-06,
391,Lider,Wasil,"Porotos Blancos Caja, Drenado 230 G - Neto 380 G",1350,Porotos,https://www.lider.cl/supermercado/product/sku/292577/wasil-porotos-blancos-caja-drenado-230-g-neto-380-g,2024-10-06,
392,Lider,Wasil,"Porotos Rojos, Drenado 230 G - Neto 380 G",1350,Porotos,https://www.lider.cl/supermercado/product/sku/846816/wasil-porotos-rojos-drenado-230-g-neto-380-g,2024-10-06,
393,Lider,Wasil,"Porotos Negros Listos Para Servir Caja, Drenado 230 G - Net…",1350,Porotos,https://www.lider.cl/supermercado/product/sku/531717/wasil-porotos-negros-listos-para-servir-caja-drenado-230-g-neto-380-g,2024-10-01,
394,Lider,Wasil,"Porotos Blancos Caja, Drenado 230 G - Neto 380 G",1350,Porotos,https://www.lider.cl/supermercado/product/sku/292577/wasil-porotos-blancos-caja-drenado-230-g-neto-380-g,2024-10-01,
395,Lider,Wasil,"Porotos Rojos, Drenado 230 G - Neto 380 G",1350,Porotos,https://www.lider.cl/supermercado/product/sku/846816/wasil-porotos-rojos-drenado-230-g-neto-380-g,2024-10-01,
396,Unimarc,Colun,Leche Entera Sin Lactosa Colun Con Tapa 1 L,1350,Leche Entera,https://www.unimarc.cl/product/leche-entera-s-lactosa-colun-1-lt-2,2024-10-01,
397,Lider,Wasil,"Porotos Negros Listos Para Servir Caja, Drenado 230 G - Net…",1350,Porotos,https://www.lider.cl/supermercado/product/sku/531717/wasil-porotos-negros-listos-para-servir-caja-drenado-230-g-neto-380-g,2024-10-06,
398,Unimarc,Colun,Leche Entera Sin Lactosa Colun Con Tapa 1 L,1350,Leche Entera,https://www.unimarc.cl/product/leche-entera-s-lactosa-colun-1-lt-2,2024-10-06,
399,Jumbo,San José,Lomos De Jurel Natural San José 104 G Drenado,1370,Jurel,https://www.jumbo.cl/lomos-de-jurel-natural-san-jose-104gr-dr-1939059/p,2024-10-01,
400,Unimarc,San Jose,Lomos De Jurel San José Aceite 160 G,1370,Jurel,https://www.unimarc.cl/product/lomos-de-jurel-san-jose-160-gr-aceite,2024-10-01,
401,Unimarc,San Jose,Lomos De Jurel San José Natural 160 G,1370,Jurel,https://www.unimarc.cl/product/lomos-de-jurel-san-jose-160-gr-natural,2024-10-06,
402,Unimarc,San Jose,Lomos De Jurel San José Ahumado 160 G,1370,Jurel,https://www.unimarc.cl/product/lomos-de-jurel-san-jose-160-gr-ahumado,2024-10-01,
403,Unimarc,San Jose,Lomos De Jurel San José Natural 160 G,1370,Jurel,https://www.unimarc.cl/product/lomos-de-jurel-san-jose-160-gr-natural,2024-10-01,
404,Jumbo,San José,Lomos De Jurel En Aceite San José 104 G Drenado,1370,Jurel,https://www.jumbo.cl/lomos-de-jurel-aceite-san-jose-104-gr-dr-1939060/p,2024-10-01,
405,Jumbo,San José,Lomos De Jurel En Aceite San José 104 G Drenado,1370,Jurel,https://www.jumbo.cl/lomos-de-jurel-aceite-san-jose-104-gr-dr-1939060/p,2024-10-06,
406,Jumbo,San José,Lomos De Jurel Ahumado San José 104 G Drenado,1370,Jurel,https://www.jumbo.cl/lomos-de-jurel-ahumado-san-jose-104gr-dr-1939061/p,2024-10-06,
407,Jumbo,San José,Lomos De Jurel Natural San José 104 G Drenado,1370,Jurel,https://www.jumbo.cl/lomos-de-jurel-natural-san-jose-104gr-dr-1939059/p,2024-10-06,
408,Unimarc,San Jose,Lomos De Jurel San José Aceite 160 G,1370,Jurel,https://www.unimarc.cl/product/lomos-de-jurel-san-jose-160-gr-aceite,2024-10-06,
409,Unimarc,San Jose,Lomos De Jurel San José Ahumado 160 G,1370,Jurel,https://www.unimarc.cl/product/lomos-de-jurel-san-jose-160-gr-ahumado,2024-10-06,
410,Jumbo,San José,Lomos De Jurel Ahumado San José 104 G Drenado,1370,Jurel,https://www.jumbo.cl/lomos-de-jurel-ahumado-san-jose-104gr-dr-1939061/p,2024-10-01,
411,Santa Isabel,Colun,Leche Colun Entera Sin Lactosa 1 L,1379,Leche Entera,https://www.santaisabel.cl/leche-entera-sin-lactosa-1-l/p,2024-10-01,
412,Santa Isabel,Colun,Leche Colun Entera Sin Lactosa 1 L,1379,Leche Entera,https://www.santaisabel.cl/leche-entera-sin-lactosa-1-l/p,2024-10-06,
413,Jumbo,Talliani,Spaghetti Talliani 3 Sabores 400 G,1380,Tallarín,https://www.jumbo.cl/spaghetti-3-sabores-talliani-400g-1864393/p,2024-10-06,
414,Jumbo,Iansa Agro,Porotos Rojos Listos 390 G,1389,Porotos,https://www.jumbo.cl/poroto-rojo-iansa/p,2024-10-06,
415,Jumbo,Colun,Leche Colun Entera Sin Lactosa 1 L,1389,Leche Entera,https://www.jumbo.cl/leche-entera-sin-lactosa-1-l/p,2024-10-01,
416,Jumbo,Iansa Agro,Porotos Rojos Listos 390 G,1389,Porotos,https://www.jumbo.cl/poroto-rojo-iansa/p,2024-10-01,
417,Unimarc,Soprole,Leche Sin Lactosa Soprole Entera 1 L,1390,Leche Entera,https://www.unimarc.cl/product/leche-zero-lacto-entera-soprole-1lt,2024-10-01,
418,Unimarc,Moccagatta,Pasta Spaghetti Moccagatta Al Bronce 400 G,1390,Tallarín,https://www.unimarc.cl/product/spaghetti-al-bronce-moccagatta-400-gr,2024-10-06,
419,Unimarc,Moccagatta,Pasta Spaghetti Moccagatta Al Bronce 400 G,1390,Tallarín,https://www.unimarc.cl/product/spaghetti-al-bronce-moccagatta-400-gr,2024-10-01,
420,Lider,Soprole,"Leche Natural Entera Cremosa, 1 L",1390,Leche Entera,https://www.lider.cl/supermercado/product/sku/1145580/soprole-leche-natural-entera-cremosa-1-l,2024-10-01,
421,Lider,Minuto Verde,"Porotos Verdes Corte Francés, 350 G",1390,Porotos,https://www.lider.cl/supermercado/product/sku/300727/minuto-verde-porotos-verdes-corte-frances-350-g,2024-10-06,
422,Lider,Soprole,"Leche Natural Entera Cremosa, 1 L",1390,Leche Entera,https://www.lider.cl/supermercado/product/sku/1145580/soprole-leche-natural-entera-cremosa-1-l,2024-10-06,
423,Unimarc,Minuto Verde,Porotos Verdes Francés Minuto Verde 350 G,1393,Porotos,https://www.unimarc.cl/product/porotos-verdes-frances-minuto-verde-350-g,2024-10-01,
424,Santa Isabel,Iansa Agro,Porotos Negros Iansa Agro Listos 390 G,1399,Porotos,https://www.santaisabel.cl/porotos-negros-listos-sin-sal-anadida-390g/p,2024-10-06,
425,Santa Isabel,Iansa Agro,Porotos Blancos Iansa Agro Listos 390 G,1399,Porotos,https://www.santaisabel.cl/porotos-blancos-listos-sin-sal-anadida-390g/p,2024-10-06,
426,Santa Isabel,Wasil,Porotos Blancos Wasil 230 G Drenado,1429,Porotos,https://www.santaisabel.cl/porotos-wasil-caja-380-g-blancos-listos-para-servir-2/p,2024-10-06,
427,Santa Isabel,Wasil,Porotos Negros Wasil 230 G Drenado,1429,Porotos,https://www.santaisabel.cl/porotos-negros-wasil-caja-380-g-2/p,2024-10-01,
428,Jumbo,Iansa Agro,Porotos Negros Iansa Agro Listos 390 G,1429,Porotos,https://www.jumbo.cl/porotos-negros-agro-390-g/p,2024-10-06,
429,Santa Isabel,Wasil,Porotos Negros Wasil 230 G Drenado,1429,Porotos,https://www.santaisabel.cl/porotos-negros-wasil-caja-380-g-2/p,2024-10-06,
430,Jumbo,Iansa Agro,Porotos Blancos Iansa Agro Listos 390 G,1429,Porotos,https://www.jumbo.cl/porotos-blancos-agro-390-g/p,2024-10-06,
431,Santa Isabel,Wasil,Porotos Blancos Wasil 230 G Drenado,1429,Porotos,https://www.santaisabel.cl/porotos-wasil-caja-380-g-blancos-listos-para-servir-2/p,2024-10-01,
432,Santa Isabel,Soprole,Leche Soprole Entera Cremosa 1 L,1429,Leche Entera,https://www.santaisabel.cl/leche-entera-cremosa-1-l/p,2024-10-06,
433,Santa Isabel,Wasil,Porotos Rojos Wasil Listo Para Servir 230 G Drenado,1429,Porotos,https://www.santaisabel.cl/porotos-rojos-wasil-listo-para-servir-380-g/p,2024-10-06,
434,Santa Isabel,Soprole,Leche Soprole Entera Cremosa 1 L,1429,Leche Entera,https://www.santaisabel.cl/leche-entera-cremosa-1-l/p,2024-10-01,
435,Unimarc,Surlat,Leche Entera Surlat Sin Lactosa 1 L,1430,Leche Entera,https://www.unimarc.cl/product/leche-entera-sin-lactosa-surlat-1l,2024-10-01,
436,Unimarc,Surlat,Leche Entera Surlat Sin Lactosa 1 L,1430,Leche Entera,https://www.unimarc.cl/product/leche-entera-sin-lactosa-surlat-1l,2024-10-06,
437,Jumbo,Soprole,Leche Soprole Entera Cremosa 1 L,1439,Leche Entera,https://www.jumbo.cl/leche-entera-4-5-mg-soprole-1l-1881647/p,2024-10-06,
438,Jumbo,Soprole,Leche Soprole Entera Cremosa 1 L,1439,Leche Entera,https://www.jumbo.cl/leche-entera-4-5-mg-soprole-1l-1881647/p,2024-10-01,
439,Jumbo,Wasil,Porotos Rojos Wasil Listo Para Servir 230 G Drenado,1449,Porotos,https://www.jumbo.cl/porotos-rojos-wasil-listo-para-servir-380-g/p,2024-10-01,
440,Jumbo,Wasil,Porotos Negros Wasil 230 G Drenado,1449,Porotos,https://www.jumbo.cl/porotos-negros-wasil-caja-380-g-2/p,2024-10-01,
441,Jumbo,Wasil,Porotos Rojos Wasil Listo Para Servir 230 G Drenado,1449,Porotos,https://www.jumbo.cl/porotos-rojos-wasil-listo-para-servir-380-g/p,2024-10-06,
442,Jumbo,Wasil,Porotos Blancos Wasil 230 G Drenado,1449,Porotos,https://www.jumbo.cl/porotos-wasil-caja-380-g-blancos-listos-para-servir-2/p,2024-10-01,
443,Jumbo,Wasil,Porotos Negros Wasil 230 G Drenado,1449,Porotos,https://www.jumbo.cl/porotos-negros-wasil-caja-380-g-2/p,2024-10-06,
444,Jumbo,Wasil,Porotos Blancos Wasil 230 G Drenado,1449,Porotos,https://www.jumbo.cl/porotos-wasil-caja-380-g-blancos-listos-para-servir-2/p,2024-10-06,
445,Santa Isabel,Cuisine & Co,Porotos Verdes Congelados 350 G,1450,Porotos,https://www.santaisabel.cl/porotos-verdes-congelados-350-g-cuisine-and-co-1763682/p,2024-10-06,
446,Santa Isabel,Frutos Del Maipo,Porotos Verdes Frutos Del Maipo 350 G,1490,Porotos,https://www.santaisabel.cl/porotos-verdes-frutos-del-maipo-bolsa-350-g-congelado-2/p,2024-10-06,
447,Santa Isabel,Frutos Del Maipo,Porotos Verdes Frutos Del Maipo 350 G,1490,Porotos,https://www.santaisabel.cl/porotos-verdes-frutos-del-maipo-bolsa-350-g-congelado-2/p,2024-10-01,
448,Santa Isabel,Minuto Verde,Poroto Verde Corte Francés Minuto Verde 350 G,1495,Porotos,https://www.santaisabel.cl/poroto-verde-corte-frances-minuto-verde-350-g/p,2024-10-01,
449,Jumbo,Vermicelli,Fideos De Porotos Vermicelli Bolsa 200 G,1530,Porotos,https://www.jumbo.cl/fideos-de-porotos-vermicelli-bolsa-200-g/p,2024-10-01,
450,Jumbo,Vermicelli,Fideos De Porotos Vermicelli Bolsa 200 G,1530,Porotos,https://www.jumbo.cl/fideos-de-porotos-vermicelli-bolsa-200-g/p,2024-10-06,
451,Unimarc,Wasil,Porotos Rojos Wasil Tetra 380 G,1540,Porotos,https://www.unimarc.cl/product/porotos-rojos-wasil-380gr,2024-10-06,
